1,2,27,0,5
2,1,27,1,4
3,3,3,0,4
4,3,26,0,9
5,1,28,0,1
6,1,19,0,5
7,2,25,0,8
8,3,7,1,4
9,2,15,0,2
10,1,18,1,7
11,1,3,1,7
12,3,9,1,10
13,1,26,1,10
14,1,27,1,1
15,2,20,1,5
16,3,22,1,7
17,2,24,1,3
18,3,5,1,5
19,1,24,1,10
20,3,22,1,4
21,1,7,0,9
22,2,18,0,6
23,3,2,1,5
24,3,7,1,6
25,2,1,0,10
26,2,12,0,2
27,1,8,1,4
28,1,21,0,8
29,3,17,0,6
30,1,21,0,10
31,2,9,0,8
32,2,11,1,1
33,3,3,0,10
34,2,21,1,8
35,1,11,1,3
36,3,28,0,1
37,3,27,0,2
38,3,11,0,9
39,3,8,0,2
40,3,12,1,8
41,2,23,0,2
42,1,4,0,4
43,2,16,0,9
44,3,29,0,7
45,3,11,1,7
46,3,19,0,6
47,3,20,0,3
48,1,24,1,8
49,3,3,1,1
50,2,8,1,9

1,2,4,1,5
2,3,15,1,9
3,1,26,0,6
4,2,2,1,9
5,3,29,0,6
6,1,30,0,9
7,3,22,0,9
8,1,29,0,7
9,2,27,1,8
10,1,20,1,3
11,3,8,0,4
12,2,7,0,7
13,1,26,0,6
14,3,10,1,7
15,1,20,1,2
16,1,4,1,3
17,3,17,0,8
18,1,3,1,1
19,2,5,1,8
20,3,22,0,5
21,2,17,1,4
22,2,19,1,2
23,1,10,1,5
24,3,13,1,7
25,2,26,1,1
26,1,13,1,2
27,1,11,0,7
28,2,4,1,4
29,2,7,1,8
30,2,9,1,1
31,3,29,1,8
32,2,11,0,10
33,1,8,0,1
34,1,6,0,3
35,3,13,0,3
36,2,4,1,10
37,2,13,0,8
38,3,5,0,4
39,1,18,0,2
40,3,26,1,8
41,1,8,0,3
42,3,22,0,3
43,3,12,1,2
44,3,15,1,7
45,1,23,0,10
46,1,12,0,1
47,1,25,1,5
48,3,8,0,2
49,2,17,1,3
50,2,15,1,9

1,1,25,1,5
2,2,28,0,7
3,3,21,1,10
4,2,26,0,9
5,1,12,0,2
6,3,23,0,6
7,3,21,1,5
8,2,13,1,8
9,3,12,1,5
10,2,19,1,3
11,2,7,1,2
12,1,16,0,8
13,1,4,0,3
14,2,26,0,5
15,2,9,1,7
16,2,28,0,6
17,3,5,0,3
18,1,29,0,6
19,2,23,1,6
20,1,6,0,4
21,1,22,0,4
22,2,22,0,10
23,2,12,0,3
24,1,3,1,6
25,1,29,0,2
26,2,7,1,2
27,3,16,1,7
28,1,13,0,3
29,1,6,0,7
30,2,24,0,10
31,3,7,1,8
32,3,4,0,6
33,3,3,1,3
34,3,4,0,10
35,1,3,1,9
36,1,19,1,10
37,1,23,0,9
38,2,6,1,3
39,3,14,0,2
40,2,1,0,7
41,1,3,1,2
42,3,27,1,10
43,1,15,1,6
44,1,12,1,3
45,2,29,0,2
46,3,18,1,8
47,1,10,1,4
48,3,28,1,10
49,3,28,1,10
50,3,19,0,4

1,1,9,1,2
2,2,11,0,4
3,2,3,1,4
4,2,3,1,5
5,1,2,1,6
6,2,7,0,3
7,3,21,1,4
8,2,29,0,9
9,3,6,1,7
10,3,25,0,9
11,1,5,1,8
12,1,7,0,8
13,1,9,1,8
14,3,18,1,1
15,1,17,0,9
16,2,22,1,6
17,3,26,1,4
18,1,5,1,4
19,3,4,0,3
20,2,12,1,7
21,1,29,0,4
22,1,18,0,3
23,1,28,0,3
24,2,13,0,6
25,2,7,0,4
26,3,4,1,10
27,2,17,1,6
28,2,23,1,9
29,2,19,1,8
30,2,13,0,2
31,3,9,0,2
32,3,14,1,4
33,3,19,1,3
34,2,19,1,1
35,1,6,1,6
36,2,18,1,5
37,2,18,1,10
38,3,15,0,10
39,3,28,1,4
40,3,14,0,2
41,3,17,1,8
42,3,12,0,10
43,3,16,0,4
44,3,29,0,2
45,2,21,1,2
46,3,26,1,5
47,2,27,1,5
48,3,18,0,9
49,3,20,1,1
50,3,5,1,10

1,1,21,0,3
2,1,23,0,8
3,2,16,1,4
4,2,5,0,10
5,3,4,0,1
6,3,3,1,1
7,2,18,0,1
8,1,12,0,3
9,1,27,0,2
10,2,9,0,9
11,2,23,1,5
12,2,23,0,8
13,2,25,0,9
14,3,17,0,1
15,3,5,1,5
16,1,8,1,1
17,1,23,0,8
18,1,6,0,8
19,3,13,0,2
20,1,16,0,7
21,2,20,1,4
22,1,11,0,6
23,3,30,0,5
24,2,28,0,4
25,1,27,0,9
26,2,15,1,2
27,2,11,0,6
28,1,30,1,2
29,3,5,0,7
30,2,6,1,10
31,2,20,1,2
32,3,29,0,9
33,3,30,1,3
34,2,19,0,9
35,1,17,1,10
36,1,23,0,8
37,1,8,1,3
38,3,24,1,1
39,1,6,0,10
40,2,14,0,5
41,1,10,1,3
42,1,21,1,1
43,1,9,1,1
44,1,25,1,8
45,1,6,0,6
46,1,1,0,2
47,1,28,0,3
48,1,7,0,6
49,1,14,1,9
50,1,5,1,4

1,2,21,0,5
2,1,26,1,3
3,2,22,1,4
4,1,27,0,1
5,1,14,0,2
6,2,18,1,9
7,3,5,1,8
8,3,26,1,2
9,2,24,0,6
10,3,17,0,3
11,1,26,1,5
12,2,2,0,3
13,1,25,1,7
14,1,18,1,9
15,3,13,1,10
16,3,2,0,6
17,1,16,1,6
18,3,23,0,8
19,2,24,0,7
20,3,11,0,9
21,3,18,1,2
22,1,28,0,9
23,3,5,1,4
24,3,4,0,1
25,2,8,0,1
26,1,21,0,5
27,2,27,0,4
28,2,4,0,5
29,1,21,0,4
30,2,7,0,3
31,2,1,1,7
32,1,29,1,3
33,2,28,0,6
34,3,5,1,3
35,1,4,1,4
36,2,23,0,9
37,1,8,0,4
38,1,28,1,3
39,3,4,1,2
40,1,24,0,6
41,1,1,1,7
42,3,18,0,1
43,3,25,0,4
44,2,30,1,8
45,3,24,1,8
46,3,13,0,6
47,1,27,1,9
48,2,17,0,4
49,3,1,0,6
50,3,18,1,5

1,3,4,0,3
2,3,8,1,10
3,2,28,0,3
4,1,20,1,8
5,3,9,0,1
6,3,19,1,5
7,2,26,1,7
8,3,2,1,2
9,3,4,0,8
10,1,29,1,1
11,1,21,0,7
12,1,27,0,1
13,1,14,1,7
14,1,24,1,2
15,2,29,1,9
16,2,3,0,5
17,1,7,0,1
18,2,3,1,9
19,2,10,1,3
20,1,28,0,8
21,2,21,0,4
22,1,6,0,2
23,2,25,0,2
24,2,29,1,2
25,2,27,1,10
26,2,5,0,2
27,3,26,0,9
