1,2,17,1,5
2,3,22,0,4
3,2,20,1,7
4,3,23,0,7
5,1,29,1,2
6,3,14,1,9
7,3,19,0,6
8,3,22,0,3
9,2,16,1,3
10,2,14,0,9
11,1,1,0,1
12,3,21,1,8
13,2,28,0,9
14,1,22,0,10
15,3,23,1,3
16,2,29,0,9
17,1,14,0,4
18,3,25,0,6
19,3,22,0,8
20,1,22,1,2
21,3,12,1,1
22,2,16,0,8
23,1,28,0,6
24,3,24,0,2
25,2,17,1,5
26,2,16,1,9
27,2,23,0,5
28,2,18,1,1
29,3,17,1,3
30,1,12,1,8
31,1,14,0,1
32,2,23,1,1
33,2,27,0,5
34,3,14,1,3
35,2,2,0,7
36,2,21,0,6
37,1,10,1,3
38,1,1,0,3
39,1,30,0,1
40,2,25,0,9
41,3,29,0,8
42,2,14,0,4
43,3,10,1,1
44,3,26,0,7
45,2,18,1,1
46,3,18,1,5
47,3,28,0,10
48,1,20,1,8
49,2,19,1,6
50,2,10,0,6

1,1,13,0,9
2,1,4,0,2
3,3,16,1,8
4,3,12,1,4
5,1,18,0,6
6,1,6,0,3
7,2,29,0,3
8,1,24,1,1
9,2,13,1,6
10,1,29,0,7
11,2,7,0,8
12,3,4,1,3
13,3,12,0,1
14,1,19,1,1
15,2,4,0,4
16,3,1,0,9
17,2,19,0,5
18,2,11,0,2
19,2,13,1,9
20,3,9,0,4
21,1,6,1,8
22,2,28,1,9
23,3,27,0,2
24,2,23,1,7
25,1,12,0,4
26,3,17,1,5
27,1,7,1,9
28,3,22,0,1
29,3,3,0,6
30,2,9,0,7
31,3,15,1,6
32,1,29,1,8
33,2,9,1,6
34,1,26,1,5
35,2,5,0,3
36,2,26,0,2
37,3,3,0,5
38,2,12,0,9
39,3,19,0,4
40,1,5,0,4
41,2,26,0,5
42,1,18,0,1
43,2,27,0,4
44,3,9,0,1
45,2,12,1,1
46,3,8,0,1
47,1,23,1,5
48,2,6,0,3
49,3,2,1,5
50,2,21,0,2

1,1,4,1,6
2,1,26,0,7
3,1,14,1,7
4,1,6,1,3
5,2,10,0,4
6,3,18,1,4
7,2,24,0,9
8,2,25,1,7
9,1,20,0,7
10,2,26,1,3
11,3,30,0,10
12,1,25,1,7
13,2,12,1,1
14,2,21,0,5
15,2,15,0,6
16,2,7,0,6
17,3,8,0,7
18,1,30,1,7
19,2,1,1,1
20,2,25,0,6
21,3,23,0,3
22,3,17,0,7
23,2,16,0,10
24,3,7,1,5
25,3,19,0,10
26,2,10,1,5
27,2,11,1,4
28,1,6,0,7
29,2,15,1,7
30,3,24,1,3
31,3,21,0,7
32,3,29,1,4
33,1,6,0,9
34,3,5,0,5
35,1,28,1,5
36,1,28,1,4
37,2,19,1,3
38,2,7,1,2
39,3,25,0,9
40,1,26,1,6
41,2,6,0,9
42,1,7,1,3
43,2,9,0,10
44,1,7,0,1
45,1,27,0,2
46,2,19,1,9
47,2,27,1,9
48,1,8,0,4
49,1,6,0,9
50,2,24,0,3

1,3,12,1,2
2,3,19,0,8
3,2,1,1,3
4,2,15,0,9
5,1,12,0,3
6,1,1,0,2
7,3,2,1,9
8,1,14,0,3
9,3,28,0,10
10,3,22,0,10
11,3,6,0,1
12,2,1,1,8
13,3,7,1,3
14,2,28,1,7
15,1,20,0,8
16,3,6,1,2
17,2,15,1,8
18,1,7,0,6
19,1,9,0,2
20,3,1,1,10
21,1,30,1,10
22,3,3,1,9
23,3,24,1,2
24,2,11,0,6
25,2,6,0,10
26,2,1,1,8
27,1,29,1,3
28,2,26,1,3
29,3,6,0,10
30,1,18,0,6
31,3,24,1,3
32,2,27,0,10
33,1,27,0,6
34,2,22,1,3
35,1,6,1,10
36,1,16,0,1
37,3,14,0,4
38,3,5,0,1
39,3,26,0,7
40,1,17,0,4
41,3,3,0,6
42,2,13,1,2
43,2,5,1,1
44,3,10,0,2
45,2,22,0,1
46,2,22,1,1
47,2,11,1,8
48,2,29,0,7
49,3,14,0,1
50,2,24,1,5

1,3,1,1,8
2,2,8,0,7
3,2,3,0,6
4,1,6,1,3
5,1,2,0,1
6,3,28,1,7
7,1,2,0,4
8,1,15,1,7
9,1,30,0,7
10,1,6,1,3
11,1,29,0,4
12,3,17,0,8
13,3,25,1,4
14,3,18,1,9
15,1,1,1,4
16,1,26,0,9
17,1,17,0,3
18,3,1,0,9
19,2,24,1,9
20,2,13,1,6
21,2,10,1,5
22,2,12,1,5
23,2,13,0,1
24,2,6,0,3
25,2,15,0,2
26,1,9,1,8
27,2,1,1,10
28,2,22,0,9
29,1,7,1,9
30,1,26,0,10
31,3,1,1,6
32,2,6,0,4
33,2,22,0,1
34,2,24,0,3
35,2,25,1,6
36,2,28,1,7
37,1,17,1,3
38,2,9,1,8
39,1,2,1,1
40,2,12,0,5
41,2,19,0,10
42,2,7,0,3
43,3,16,0,5
44,3,22,0,8
45,1,5,0,1
46,1,6,1,4
47,3,15,1,4
48,1,13,1,1
49,3,14,1,9
50,2,27,0,9

1,1,23,1,9
2,3,17,1,5
3,2,23,1,4
4,3,3,0,5
5,2,29,0,10
6,2,2,1,4
7,3,10,1,6
8,3,18,0,4
9,3,16,1,5
10,2,5,0,2
11,3,13,1,6
12,2,16,0,6
13,1,18,0,7
14,3,7,1,2
15,3,6,0,6
16,3,7,1,1
17,2,16,0,5
18,1,23,1,6
19,2,2,0,10
20,1,13,1,2
21,1,6,0,2
