1,3,25,0,1
2,1,23,0,8
3,1,21,0,6
4,1,28,0,1
5,2,23,0,4
6,3,23,1,4
7,1,20,1,2
8,2,17,1,3
9,1,13,0,2
10,3,21,0,8
11,3,20,0,9
12,2,11,1,8
13,3,20,0,7
14,2,16,1,2
15,1,30,1,7
16,1,10,0,7
17,3,29,0,9
18,2,29,0,10
19,3,11,1,4
20,2,24,1,8
21,1,28,0,10
22,2,6,1,7
23,2,6,1,1
24,3,14,1,5
25,2,17,1,5

1,1,22,0,10
2,2,5,1,1
3,1,14,1,5
4,1,4,1,2
5,1,6,0,7
6,1,21,0,4
7,1,3,0,3
8,2,2,1,1
9,3,15,1,4
10,3,12,0,3
11,1,25,1,3
12,2,14,1,7
13,3,17,0,4
14,2,9,0,4
15,2,27,1,5
16,1,22,0,10
17,2,19,1,6
18,2,6,0,7
19,3,28,0,3
20,1,1,1,6
21,1,15,0,1
22,2,15,1,6
23,1,13,1,8
24,2,30,0,6
25,2,20,1,10

1,3,14,0,8
2,1,23,1,5
3,3,2,0,5
4,1,8,0,6
5,2,11,0,2
6,3,1,0,10
7,1,21,0,8
8,2,27,1,4
9,2,26,1,7
10,1,17,1,9
11,3,8,1,1
12,1,13,1,3
13,2,23,0,1
14,1,14,1,9
15,1,12,0,5
16,2,26,1,10
17,1,29,0,3
18,2,22,0,9
19,2,17,0,8
20,1,9,1,9
21,3,27,0,10
22,3,25,0,10
23,3,28,1,8
24,1,18,0,1
25,2,23,1,2

1,2,14,1,9
2,2,10,1,8
3,1,8,1,8
4,2,17,0,8
5,3,26,0,4
6,3,3,0,7
7,1,20,1,8
8,2,8,0,6
9,2,23,1,6
10,1,9,1,5
11,1,12,1,7
12,2,23,0,6
13,1,14,0,7
14,2,17,0,3
15,1,4,1,7
16,2,28,0,10
17,3,29,0,8
18,1,26,1,5
19,1,25,0,5
20,1,22,0,4
21,2,4,1,9
22,3,19,0,9
23,2,8,0,1
24,2,28,1,2
25,1,27,1,5

1,1,13,1,4
2,3,28,0,7
3,1,26,1,4
4,3,10,0,5
5,1,15,1,4
6,3,20,0,8
7,2,19,1,4
8,1,4,0,5
9,1,26,0,1
10,2,10,0,1
11,1,13,1,6
12,1,2,0,3
13,3,10,1,6
14,3,9,1,7
15,1,24,1,2
16,1,2,1,2
17,2,18,0,1
18,1,7,1,1
19,2,29,0,5
20,1,23,1,5
21,2,18,1,7
22,1,27,1,8
23,1,12,1,8
24,2,27,1,3
25,3,11,0,7

1,3,4,0,5
2,2,26,0,10
3,1,1,1,4
4,1,14,1,5
5,2,29,1,6
6,1,17,1,9
7,1,7,1,6
8,1,27,1,8
9,2,27,1,4
10,2,7,0,5
11,3,17,1,3
12,3,19,1,10
13,1,14,1,9
14,2,18,1,2
15,2,5,0,2
16,1,18,1,3
17,1,25,1,4
18,3,11,1,2
19,2,16,1,6
20,3,13,0,7
21,3,18,0,6
22,1,28,0,1
23,1,17,1,5
24,1,5,0,3
25,2,10,1,10

1,3,4,0,9
2,2,21,0,10
3,3,3,0,10
4,1,15,0,7
5,1,11,0,5
6,2,20,0,3
7,2,13,0,5
8,2,17,1,7
9,2,2,1,6
10,2,17,0,4
11,3,12,0,3
12,2,29,0,6
13,3,13,1,4
14,1,18,0,3
15,1,1,0,2
16,2,21,1,3
17,1,15,1,1
18,3,27,0,7
19,2,26,1,2
20,2,27,1,5
21,1,15,1,10
22,2,18,1,9
23,2,15,1,4
24,1,26,1,1
25,3,29,0,9

1,2,9,1,8
2,1,11,1,3
3,3,12,1,2
4,1,30,0,2
5,3,18,1,7
6,3,23,1,3
7,2,29,1,5
8,1,20,0,5
9,3,28,0,8
10,2,1,1,3
11,2,12,1,2
12,3,12,0,2
13,3,20,0,3
14,1,12,1,7
15,3,20,0,2
16,3,15,0,3
17,1,10,0,3
18,3,9,0,9
19,3,15,0,6
20,3,11,1,10
21,3,10,1,5
22,2,2,0,5
23,3,13,1,10
24,2,21,0,2
25,1,19,0,4

1,1,27,0,6
2,1,9,1,8
3,2,14,1,5
4,1,15,0,6
5,3,21,1,1
6,1,25,0,5
7,1,15,0,1
8,1,28,0,3
9,1,6,1,9
10,1,5,0,3
11,2,14,0,5
12,2,17,1,2
13,1,27,0,6
14,3,2,0,3
15,2,24,0,7
16,3,14,1,5
17,1,19,0,10
18,2,16,0,7
19,2,18,0,7
20,3,28,1,8
21,2,6,1,2
22,2,22,0,2
23,3,17,0,3
24,3,19,0,1
25,3,20,0,10

1,2,30,0,8
2,2,19,0,3
3,2,20,1,7
4,3,16,0,8
5,3,16,1,5
6,1,30,1,1
7,1,6,1,8
8,1,11,1,1
9,2,28,0,7
10,3,29,1,1
11,2,4,1,3
12,3,23,0,4
13,2,15,0,3
14,3,27,1,4
15,1,14,1,3
16,3,12,1,3
17,3,18,0,10
18,1,14,0,8
19,3,25,1,2
20,2,22,0,5
21,3,13,0,9
22,3,21,0,7
23,1,30,1,3
24,2,18,0,2
25,1,10,1,4

1,3,13,0,1
2,2,19,0,1
3,1,19,1,3
4,2,7,0,4
5,1,3,0,1
6,2,10,1,2
7,3,25,0,2
8,2,21,1,1
9,1,23,1,4
10,1,6,0,4
11,1,6,1,6
12,1,10,1,2
13,1,24,0,2
14,1,14,1,4
15,2,1,0,7
16,1,11,0,4
17,3,26,0,7
18,2,1,0,10
19,2,27,1,3
20,2,8,0,6
21,3,10,1,9
22,2,25,0,8
23,3,9,1,3
24,3,25,0,9
25,3,10,1,2

1,1,9,1,2
2,2,3,0,2
3,2,22,1,4
4,3,22,1,9
5,2,16,1,9
6,3,12,1,3
7,1,30,0,9
8,3,3,0,4
9,2,29,0,7
10,3,24,0,6
11,2,26,0,1
12,2,13,0,3
13,1,11,0,3
14,2,1,0,9
15,2,11,1,7
16,1,20,0,5
17,1,12,1,10
18,2,4,0,7
19,1,6,0,10
20,1,22,1,8
21,3,25,1,4
22,3,4,1,4
23,2,15,0,4
24,3,18,0,8
25,2,23,1,2

1,2,10,1,1
2,1,24,0,5
