1,3,26,1,8
2,1,7,0,6
3,3,25,0,6
4,1,13,0,9
5,1,9,0,9
6,2,8,0,7
7,3,30,1,7
8,2,8,1,3
9,2,16,0,5
10,2,6,0,1
11,3,28,0,3
12,2,26,1,10
13,3,9,1,3
14,1,24,0,5
15,2,28,0,1
16,2,19,1,7
17,1,25,0,8
18,1,28,0,2
19,3,10,1,6
20,3,5,0,9
21,1,26,1,4
22,2,17,1,6
23,2,19,1,6
24,1,11,1,4
25,1,23,0,7
26,3,27,1,9
27,3,20,0,1
28,3,19,1,3
29,3,7,1,6
30,3,17,0,6
31,3,17,0,7
32,3,22,1,6
33,3,19,0,2
34,3,15,0,5
35,1,3,0,9
36,1,30,1,9
37,1,21,1,10
38,2,1,1,6
39,2,21,1,2
40,2,30,1,3
41,3,25,0,3
42,1,15,0,3
43,1,8,0,7
44,1,9,0,9
45,3,17,1,3
46,3,2,1,7
47,1,29,1,3
48,3,29,1,3
49,1,3,0,4
50,3,14,1,6
51,2,18,1,4
52,2,30,0,4
53,2,29,0,10
54,1,21,0,7
55,3,19,0,3
56,3,2,1,2
57,2,4,0,1
58,1,29,0,5
59,3,5,1,3
60,1,17,0,1
61,2,7,1,8
62,2,29,1,5
63,3,17,0,1
64,1,13,1,4
65,3,21,0,6
66,2,8,0,4
67,3,27,0,2
68,3,4,0,4
69,2,7,1,8
70,1,27,0,4
71,1,30,0,6
72,2,3,0,5
73,2,17,0,6
74,2,16,1,4
75,1,18,1,8
76,3,24,1,6
77,1,3,1,10
78,3,26,0,2
79,1,20,0,6
80,3,19,1,8
81,3,20,1,3
82,3,28,1,1
83,3,8,1,6
84,3,22,1,5
85,1,26,0,5
86,2,8,1,8
87,2,5,0,9
88,1,30,1,5
89,3,7,0,2
90,1,11,1,3
91,1,15,0,6
92,1,20,0,5
93,1,28,0,10
94,1,14,0,5
95,1,27,1,7
96,2,29,1,8
97,3,8,1,8
98,2,12,0,10
99,1,6,0,1
100,3,3,1,8

1,3,25,1,3
2,3,18,0,3
3,1,21,0,3
4,2,2,1,3
5,2,17,1,9
6,3,14,1,8
7,2,9,1,10
8,1,3,0,10
9,1,6,1,8
10,1,17,1,2
11,1,18,1,10
12,1,30,1,1
13,2,28,0,5
14,1,21,1,6
15,3,3,1,5
16,3,8,0,10
17,1,7,1,3
18,2,26,0,1
19,2,22,1,3
20,3,27,0,7
21,3,23,0,4
22,2,29,1,7
23,1,5,1,1
24,3,15,0,8
25,2,21,1,10
26,3,8,1,7
27,3,11,1,6
28,3,22,1,1
29,2,30,1,10
30,3,20,0,4
31,2,11,1,3
32,1,3,0,1
33,1,4,1,2
34,1,16,1,6
35,1,23,1,3
36,1,6,1,6
37,2,22,0,10
38,3,13,1,10
39,1,11,0,7
40,1,14,1,8
41,1,25,0,7
42,1,20,1,1
43,1,7,1,1
44,1,3,0,4
45,2,13,1,4
46,2,9,0,9
47,1,21,1,9
48,1,2,0,7
49,1,27,0,3
50,3,5,0,8
51,3,11,1,6
52,2,29,1,3
53,1,6,0,9
54,2,10,0,9
55,2,10,1,4
56,3,1,0,3
57,3,9,1,2
58,3,1,0,4
59,3,3,0,3
60,2,23,0,3
61,3,17,1,9
62,3,14,0,8
63,3,8,1,7
64,2,4,1,9
65,1,13,1,3
66,1,21,0,1
67,3,22,1,6
68,3,26,0,8
69,3,10,1,4
70,1,9,0,5
71,1,4,0,7
72,1,21,1,9
73,1,19,1,3
74,1,6,0,2
75,1,22,1,3
76,2,16,1,10
77,1,1,1,4
78,2,18,1,10
79,1,5,1,9
80,1,18,1,2
81,3,3,0,3
82,3,30,1,8
83,1,13,0,6
84,2,2,1,8
85,1,14,1,3
86,3,13,0,7
87,1,30,0,10
88,1,9,1,7
89,3,23,0,5
90,1,21,0,1
91,2,28,0,2
92,2,4,1,1
93,1,5,1,9
94,3,18,0,6
95,3,20,0,9
96,3,21,1,9
97,2,12,1,6
98,3,13,1,6
99,2,20,1,1
100,1,3,0,10

1,1,2,1,2
2,2,1,1,4
3,2,20,1,6
4,2,7,0,7
5,2,11,1,2
6,2,2,0,9
7,2,6,0,3
8,3,5,0,8
9,2,10,1,9
10,3,13,0,6
11,2,8,0,2
12,3,1,0,2
13,2,6,1,9
14,2,1,0,3
15,3,28,1,5
16,2,15,1,4
17,1,28,0,2
18,3,10,1,1
19,1,2,0,3
20,1,3,0,6
21,1,12,1,5
22,2,17,0,5
23,3,8,0,1
24,3,25,0,2
25,2,21,1,9
26,3,27,0,3
27,2,19,1,5
28,2,5,0,8
29,3,29,0,2
30,3,5,1,7
31,2,17,0,5
32,1,21,0,4
33,1,9,1,4
34,1,6,1,3
35,3,17,0,10
36,3,26,1,8
37,3,11,0,10
38,2,27,0,5
39,3,8,0,4
40,2,30,1,8
41,2,13,0,3
42,2,29,1,7
43,2,1,0,2
44,1,28,1,8
45,2,14,0,10
46,2,7,1,2
47,3,5,0,9
48,3,7,1,10
49,2,9,0,5
50,2,20,0,1
51,3,15,1,6
52,3,8,0,10
53,2,13,1,2
54,2,2,0,3
55,2,8,0,4
56,2,21,1,2
57,2,7,1,9
58,2,14,0,10
59,1,13,0,1
60,2,8,0,6
61,3,17,1,6
62,2,14,0,6
63,1,5,1,2
64,1,28,1,1
65,3,15,0,5
66,2,16,0,10
67,1,24,0,2
68,3,7,1,5
69,3,26,1,10
70,1,6,1,10
71,3,3,1,4
72,3,6,1,3
73,3,2,0,2
74,1,30,1,3
75,1,18,0,7
76,2,10,1,9
77,2,11,0,4
78,2,19,1,7
79,3,8,1,6
80,3,3,0,10
